site_id,name,suburb,price_cpl,fairness_score,rating,spatial_cluster,latitude,longitude,moran_p
61402092,Station Unknown,Unknown,202.5666666666667,4.176633333333342,⚠️ Expensive,Neutral,-27.508734,153.207099,0.415
61402093,Station Unknown,Unknown,194.9,-3.4900333333333435,✅ Great Value,Neutral,-27.662597,153.140557,0.172
61402094,Station Unknown,Unknown,207.23333333333335,8.8433,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.09453583645176,152.9511927288361,0.022
61402095,Station Unknown,Unknown,175.73333333333335,-22.6567,✅ Super Value,🟢 Cold Spot (Low-Low),-27.330699,153.047457,0.001
61402096,Station Unknown,Unknown,205.0666666666667,6.676633333333342,⚠️ Expensive,Neutral,-27.584133,153.061878,0.076
61402097,Station Unknown,Unknown,196.4,-1.9900333333333435,⚪ Fair Market,Neutral,-27.377199,153.062259,0.108
61402098,Station Unknown,Unknown,185.9,-12.490033333333344,✅ Great Value,Neutral,-27.673109458819063,153.05285839123795,0.213
61402099,Station Unknown,Unknown,205.9,7.5099666666666565,⚠️ Expensive,Neutral,-27.596076,153.28593,0.36
61402101,Station Unknown,Unknown,201.9,3.5099666666666565,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.591492,153.060381,0.041
61402106,Station Unknown,Unknown,205.5666666666667,7.176633333333342,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.244479,153.109334,0.019
61402107,Station Unknown,Unknown,202.73333333333335,4.343299999999999,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.487654,153.100211,0.01
61402125,Station Unknown,Unknown,208.23333333333335,9.8433,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.575298,153.026169,0.001
61402127,Station Unknown,Unknown,207.4,9.009966666666656,⚠️ Expensive,Neutral,-27.273405,153.015282,0.081
61402131,Station Unknown,Unknown,173.65,-24.740033333333344,✅ Great Value,Neutral,-27.66240225882411,153.11811118650817,0.159
61402132,Station Unknown,Unknown,195.9,-2.4900333333333435,✅ Great Value,Neutral,-27.676907,153.031851,0.263
61402202,Station Unknown,Unknown,203.5666666666667,5.176633333333342,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.565677,152.998169,0.001
61402204,Station Unknown,Unknown,192.23333333333335,-6.156700000000001,✅ Great Value,Neutral,-27.678754,153.021806,0.245
61402207,Station Unknown,Unknown,206.23333333333335,7.843299999999999,⚠️ Expensive,Neutral,-27.670532,153.200911,0.346
61402208,Station Unknown,Unknown,186.9,-11.490033333333344,✅ Super Value,🟢 Cold Spot (Low-Low),-27.330901,153.025787,0.004
61402209,Station Unknown,Unknown,205.4,7.0099666666666565,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.611024,153.062587,0.009
61402210,Station Unknown,Unknown,203.9,5.5099666666666565,⚠️ Expensive,Neutral,-27.223195,153.037501,0.091
61402211,Station Unknown,Unknown,206.5666666666667,8.176633333333342,⚠️ Expensive,Neutral,-27.550748,153.106439,0.472
61402212,Station Unknown,Unknown,204.9,6.5099666666666565,⚠️ Expensive,Neutral,-27.514796,153.181279,0.458
61402213,Station Unknown,Unknown,211.73333333333335,13.3433,⚠️ Expensive,Neutral,-27.623694,152.969352,0.365
61402214,Station Unknown,Unknown,206.0666666666667,7.676633333333342,⚠️ Expensive,Neutral,-27.661644,152.739343,0.171
61402215,Station Unknown,Unknown,207.73333333333335,9.3433,⚠️ Expensive,Neutral,-27.186077,152.934985,0.064
61402220,Station Unknown,Unknown,192.23333333333335,-6.156700000000001,✅ Great Value,Neutral,-27.674462,153.027669,0.209
61402223,Station Unknown,Unknown,210.23333333333335,11.8433,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.154423,152.974743,0.002
61402226,Station Unknown,Unknown,204.5666666666667,6.176633333333342,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.44460750531628,152.952606,0.01
61402227,Station Unknown,Unknown,176.9,-21.490033333333344,✅ Super Value,🟢 Cold Spot (Low-Low),-27.063878064409337,153.1555978687172,0.003
61402231,Station Unknown,Unknown,200.33333333333334,1.9432999999999936,⚪ Fair Market,Neutral,-27.621151,152.787974,0.354
61402234,Station Unknown,Unknown,197.7,-0.6900333333333606,⚪ Fair Market,Neutral,-27.616944,152.790529,0.22
61402237,Station Unknown,Unknown,203.0666666666667,4.676633333333342,⚠️ Expensive,Neutral,-27.525038,153.221226,0.493
61402245,Station Unknown,Unknown,198.4,0.009966666666656465,⚪ Fair Market,Neutral,-27.534996,153.206193,0.499
61402246,Station Unknown,Unknown,209.5666666666667,11.176633333333342,⚠️ Expensive,Neutral,-27.663979,153.042319,0.293
61402247,Station Unknown,Unknown,187.5666666666667,-10.823366666666658,✅ Great Value,Neutral,-27.678204,153.082353,0.074
61402254,Station Unknown,Unknown,210.9,12.509966666666656,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.561775,152.921734,0.049
61402262,Station Unknown,Unknown,206.5666666666667,8.176633333333342,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.645055,152.872371,0.006
61402338,Station Unknown,Unknown,207.73333333333335,9.3433,⚠️ Expensive,Neutral,-27.593686,152.745885,0.499
61402344,Station Unknown,Unknown,180.83333333333334,-17.556700000000006,✅ Great Value,Neutral,-27.430687,153.133072,0.157
61402345,Station Unknown,Unknown,202.9,4.5099666666666565,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.123314,152.978186,0.006
61402348,Station Unknown,Unknown,202.9,4.5099666666666565,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.124577,152.976285,0.006
61402350,Station Unknown,Unknown,205.0666666666667,6.676633333333342,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.563861,153.039813,0.001
61402356,Station Unknown,Unknown,209.9,11.509966666666656,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.417028,152.949281,0.008
61402359,Station Unknown,Unknown,202.5666666666667,4.176633333333342,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.471036,153.104019,0.02
61402362,Station Unknown,Unknown,207.23333333333335,8.8433,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.409841,152.981438,0.002
61402365,Station Unknown,Unknown,210.9,12.509966666666656,⚠️ Expensive,Neutral,-27.536357,152.948876,0.369
61402386,Station Unknown,Unknown,170.73333333333335,-27.6567,✅ Super Value,🟢 Cold Spot (Low-Low),-27.349745,153.038003,0.006
61402388,Station Unknown,Unknown,169.66666666666666,-28.723366666666692,✅ Super Value,🟢 Cold Spot (Low-Low),-27.328365,153.053801,0.001
61402390,Station Unknown,Unknown,190.9,-7.4900333333333435,✅ Super Value,🟢 Cold Spot (Low-Low),-27.572194,152.981702,0.001
61402391,Station Unknown,Unknown,206.23333333333335,7.843299999999999,⚠️ Expensive,Neutral,-27.672522,153.212491,0.376
61402392,Station Unknown,Unknown,204.9,6.5099666666666565,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.645186,153.118928,0.011
61402398,Station Unknown,Unknown,215.9,17.509966666666656,⚠️ Expensive,Neutral,-27.549542,152.941043,0.361
61402404,Station Unknown,Unknown,201.9,3.5099666666666565,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.260601,153.080001,0.023
61402405,Station Unknown,Unknown,200.23333333333335,1.8432999999999993,⚪ Fair Market,Neutral,-27.653823,152.995711,0.151
61402406,Station Unknown,Unknown,205.5666666666667,7.176633333333342,⚠️ Expensive,Neutral,-27.653447,152.762956,0.217
61402436,Station Unknown,Unknown,202.5666666666667,4.176633333333342,⚠️ Expensive,Neutral,-27.378158,153.093691,0.268
61402503,Station Unknown,Unknown,199.23333333333335,0.8432999999999993,⚪ Fair Market,🟠 Hot outlier (High-Low),-27.038915,152.858752,0.001
61402678,Station Unknown,Unknown,205.9,7.5099666666666565,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.195955,152.825947,0.001
61402739,Station Unknown,Unknown,186.4333333333333,-11.95670000000004,✅ Great Value,Neutral,-27.573428,153.078291,0.347
61402762,Station Unknown,Unknown,207.5666666666667,9.176633333333342,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.571241,152.799327,0.042
61402765,Station Unknown,Unknown,180.3,-18.090033333333338,✅ Great Value,🔵 Cold outlier (Low-High),-27.0876906682575,152.9803013852501,0.026
61402813,Station Unknown,Unknown,201.9,3.5099666666666565,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.241863,153.023055,0.042
61402816,Station Unknown,Unknown,206.5666666666667,8.176633333333342,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.678856,152.904123,0.003
61402830,Station Unknown,Unknown,205.9,7.5099666666666565,⚠️ Expensive,Neutral,-27.611892,153.054057,0.104
61402834,Station Unknown,Unknown,205.23333333333335,6.843299999999999,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.42935179933878,152.98930968220904,0.038
61402844,Station Unknown,Unknown,195.15,-3.2400333333333435,✅ Great Value,🔵 Cold outlier (Low-High),-27.242734,153.023984,0.03
61402845,Station Unknown,Unknown,191.9,-6.4900333333333435,✅ Super Value,🟢 Cold Spot (Low-Low),-27.606312,153.109055,0.004
61402847,Station Unknown,Unknown,206.5666666666667,8.176633333333342,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.665500070157712,152.8910621898303,0.008
61402852,Station Unknown,Unknown,207.9,9.509966666666656,⚠️ Expensive,Neutral,-27.310281,152.962642,0.058
61402875,Station Unknown,Unknown,175.23333333333335,-23.1567,✅ Great Value,Neutral,-27.062301,153.079179,0.07
61402876,Station Unknown,Unknown,210.23333333333335,11.8433,⚠️ Expensive,Neutral,-27.43935684389341,153.04003769940567,0.212
61402878,Station Unknown,Unknown,186.4,-11.990033333333344,✅ Great Value,Neutral,-27.658941,152.708684,0.218
61402880,Station Unknown,Unknown,206.4,8.009966666666656,⚠️ Expensive,Neutral,-27.634495,152.774455,0.348
61402894,Station Unknown,Unknown,210.9,12.509966666666656,⚠️ Expensive,Neutral,-27.668834,153.125376,0.158
61402897,Station Unknown,Unknown,203.73333333333335,5.343299999999999,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.250943,152.992977,0.02
61402908,Station Unknown,Unknown,206.9,8.509966666666656,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.239449,153.009388,0.022
61402913,Station Unknown,Unknown,175.23333333333335,-23.1567,✅ Great Value,🔵 Cold outlier (Low-High),-27.57635365510319,152.706416072422,0.02
61402918,Station Unknown,Unknown,178.9333333333333,-19.45670000000004,✅ Great Value,Neutral,-27.689581,153.190423,0.296
61477061,Station Unknown,Unknown,207.5666666666667,9.176633333333342,⚠️ Expensive,Neutral,-27.587057,153.282657,0.468
61477070,Station Unknown,Unknown,205.73333333333335,7.343299999999999,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.654489,152.917741,0.002
61477071,Station Unknown,Unknown,202.73333333333335,4.343299999999999,⚠️ Expensive,Neutral,-27.655874,153.162979,0.406
61477074,Station Unknown,Unknown,202.5666666666667,4.176633333333342,⚠️ Expensive,Neutral,-27.39546625032258,153.10765420391354,0.432
61477081,Station Unknown,Unknown,207.9,9.509966666666656,⚠️ Expensive,Neutral,-27.290927,152.953124,0.146
61477083,Station Unknown,Unknown,199.9,1.5099666666666565,⚪ Fair Market,Neutral,-27.697253410614,153.08220271135957,0.126
61477091,Station Unknown,Unknown,204.73333333333335,6.343299999999999,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.220937,152.999794,0.045
61477099,Station Unknown,Unknown,179.23333333333335,-19.1567,✅ Super Value,🟢 Cold Spot (Low-Low),-27.128704843124694,153.0516013868227,0.001
61477129,Station Unknown,Unknown,202.9,4.5099666666666565,⚠️ Expensive,Neutral,-27.667831,153.138292,0.216
61477138,Station Unknown,Unknown,204.23333333333335,5.843299999999999,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.660149,153.117008,0.034
61477140,Station Unknown,Unknown,207.5666666666667,9.176633333333342,⚠️ Expensive,Neutral,-27.196842,153.015639,0.099
61477143,Station Unknown,Unknown,186.73333333333335,-11.6567,✅ Super Value,🟢 Cold Spot (Low-Low),-27.342366,153.041502,0.003
