site_id,latitude,longitude,name,postcode,suburb,display_brand,brand
61401523,-27.342121,153.010681,Ampol Foodary Carseldine,4034,"Carseldine, Aspley, Geebung, Zillmere, Boondall",🔴 Ampol,Ampol
61401524,-27.52262732061367,153.2196999651111,Ampol Foodary Alexandra Hills,4161,Alexandra Hills,🔴 Ampol,Ampol
61401530,-27.496996,153.055324,Shell Reddy Express Coorparoo,4151,"Coorparoo Bc, Coorparoo Dc, Coorparoo",🟡 Shell,Shell
61401531,-27.521101,153.211992,Shell Reddy Express Alexandra Hills,4161,Alexandra Hills,🟡 Shell,Shell
61401534,-27.595573,153.121562,Shell Reddy Express Rochedale,4123,"Rochedale South, Priests Gully, Rochedale",🟡 Shell,Shell
61401535,-27.632655,153.047203,Shell Reddy Express Calamvale,4116,"Calamvale, Drewvale, Stretton",🟡 Shell,Shell
61401537,-27.369917,153.061735,Shell Reddy Express Virginia,4014,"Virginia Bc, Virginia, Banyo, Virginia Dc, Nudgee Beach, Nudgee",🟡 Shell,Shell
61401541,-27.438408,153.066889,Ampol Foodary Hamilton,4007,"Whinstanes, Hamilton Central, Doomben, Brisbane Airport, Ascot, Hamilton",🔴 Ampol,Ampol
61401543,-27.296911,152.975214,7-Eleven Kensington Hills,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🟠 7-Eleven,7-Eleven
61401544,-27.44523630788419,153.02938104662704,BP Connect Bowen Bridge,4006,"Brisbane Exhibition, Mayne, Herston, Fortitude Valley, Bowen Bridge, Fortitude Valley Bc, Newstead, Bowen Hills",🟢 BP,BP
61401545,-27.536391,153.087947,Freedom Fuels Mt Gravatt,4122,"Mount Gravatt East, Upper Mount Gravatt, Mansfield, Mount Gravatt, Upper Mount Gravatt Bc, Mansfield Dc, Mansfield Bc, Wishart",⛽ Independent,Independent
61401546,-27.622437,153.127984,BP Connect Springwood,4127,"Daisy Hill, Slacks Creek, Springwood, Springwood Bc, Chatswood Hills, Priestdale",🟢 BP,BP
61401547,-27.644668,153.118247,7-Eleven Kingston,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🟠 7-Eleven,7-Eleven
61401550,-27.580123,153.124691,Caltex Rochedale,4123,"Rochedale South, Priests Gully, Rochedale",🔴 Ampol,Ampol
61401551,-27.507567,152.940427,EG Ampol Kenmore,4069,"Pullenvale, Pinjarra Hills, Lone Pine, Brookfield, Kenmore Dc, Kenmore East, Fig Tree Pocket, Upper Brookfield, Chapel Hill, Kenmore, Kenmore Hills",🔴 Ampol,Ampol
61401554,-27.526712,153.055956,Shell Reddy Express Holland Park,4121,"Tarragindi, Mount Thompson, Holland Park West, Ekibin, Holland Park East, Wellers Hill, Holland Park",🟡 Shell,Shell
61401555,-27.627909,153.117731,Caltex Woodridge,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🔴 Ampol,Ampol
61401560,-27.410487,153.047567,Caltex Kalinga,4030,"Wooloowin, Lutwyche, Eildon Hill, Windsor, Kalinga",🔴 Ampol,Ampol
61401561,-27.229066920171583,153.08538009325412,Shell Reddy Express Kippa-Ring,4021,Kippa-Ring,🟡 Shell,Shell
61401568,-27.595754,153.018264,Freedom Fuels Acacia Ridge,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",⛽ Independent,Independent
61401569,-27.680743,153.092073,Shell Reddy Express Marsden,4132,"Marsden, Marsden Postal Depot, Crestmead Dc, Crestmead",🟡 Shell,Shell
61401588,-27.584259,153.281142,7-Eleven Victoria Point,4165,"Mount Cotton, Redland Bay, Victoria Point West, Point Talburpin, Point Halloran, Victoria Point",🟠 7-Eleven,7-Eleven
61401590,-27.435847,153.014906,Caltex Wilston,4051,"Alderley, Newmarket, Wilston, The Grange, Gaythorne, Enoggera, Grange",🔴 Ampol,Ampol
61401591,-27.226363,153.036006,Caltex Mango Hill,4509,"Mango Hill, North Lakes",🔴 Ampol,Ampol
61401599,-27.627512,152.874514,Freedom Fuels Redbank Plains,4301,"Collingwood Park, Redbank, Redbank Plains, Greenwood Village",⛽ Independent,Independent
61401602,-27.664021,153.063245,7-Eleven Browns Plains,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟠 7-Eleven,7-Eleven
61401603,-27.517268,153.183284,Caltex Chandler,4155,Chandler,🔴 Ampol,Ampol
61401605,-27.522428,153.025696,BP Annerley,4103,"Annerley Dc, Thompson Estate, Fairfield Gardens, Annerley, Fairfield",🟢 BP,BP
61401606,-27.205038,153.038413,Liberty Deception Bay,4508,Deception Bay,⛽ Independent,Independent
61401613,-27.53260236370942,153.26623918650816,U-Go Cleveland,4163,"Cleveland Dc, Cleveland",⛽ Independent,Independent
61401616,-27.664026,153.061551,7-Eleven Browns Plain,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟠 7-Eleven,7-Eleven
61401620,-27.663087497535884,153.17983496197124,U-Go Loganholme,4129,"Loganholme Dc, Logandale, Loganholme Bc, Loganholme",⛽ Independent,Independent
61401621,-27.620499,153.115408,7-Eleven Woodridge,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🟠 7-Eleven,7-Eleven
61401625,-27.54085919169559,153.0089030932541,Solo Rocklea,4106,"Rocklea Dc, Rocklea, Brisbane Market",⛽ Independent,Independent
61401641,-27.495853,153.093435,Ampol Foodary Carina,4152,"Carina, Camp Hill, Whites Hill, Carina Heights, Carindale, Carina North",🔴 Ampol,Ampol
61401642,-27.065563,153.112506,Freedom Fuels Ningi,4511,"Sandstone Point, Godwin Beach, Ningi",⛽ Independent,Independent
61401643,-27.373408,152.886201,Ampol Foodary Samford,4520,"Yugar, Enoggera Reservoir, Wights Mountain, Jollys Lookout, Closeburn, Kobble Creek, Mount Glorious, Mount Nebo, Mount Samson, Camp Mountain, Draper, Samford Valley, Samsonvale, Highvale, Samford Village, Samford, Armstrong Creek, Cedar Creek",🔴 Ampol,Ampol
61401658,-27.080478,153.173647,Indus Fuel Bribie island,4507,"Woorim, Welsby, White Patch, Bribie Island North, Bribie Island Dc, Banksia Beach, Bribie Island, Bellara, Bongaree",⛽ Independent,Independent
61401667,-27.63233835956184,152.77083162577765,Raceview Fuels,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",⛽ Independent,Independent
61401670,-27.600518,152.870193,Ampol Redbank,4301,"Collingwood Park, Redbank, Redbank Plains, Greenwood Village",🔴 Ampol,Ampol
61401676,-27.491043,153.152854,7-Eleven Gumdale,4154,"Ransome, Gumdale, Wakerley",🟠 7-Eleven,7-Eleven
61401680,-27.426073,153.013055,BP Grange,4051,"Alderley, Newmarket, Wilston, The Grange, Gaythorne, Enoggera, Grange",🟢 BP,BP
61401682,-27.579766,152.716439,Ampol Foodary Blacksoil,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🔴 Ampol,Ampol
61401683,-27.156263,152.977055,Ampol Foodary Burpengary,4505,"Burpengary Dc, Burpengary, Burpengary East",🔴 Ampol,Ampol
61401684,-27.498485,153.027857,Caltex Dutton Park,4102,"Woolloongabba, Princess Alexandra Hospital, Buranda, Dutton Park",🔴 Ampol,Ampol
61401685,-27.524837,152.980789,Caltex Graceville,4075,"Corinda, Oxley, Graceville East, Graceville, Sherwood",🔴 Ampol,Ampol
61401687,-27.425202,152.990017,NightOwl Caltex Enoggera,4051,"Alderley, Newmarket, Wilston, The Grange, Gaythorne, Enoggera, Grange",🔴 Ampol,Ampol
61401690,-27.234738,153.087208,BP Clontarf,4019,"Scotts Point, Woody Point, Humpybong, Clontarf Dc, Clontarf, Margate, Margate Beach, Clontarf Beach",🟢 BP,BP
61401691,-27.317652,152.987865,Freedom Fuels Brendale,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",⛽ Independent,Independent
61401700,-27.588318,153.027937,Metro Petroleum Acacia Ridge,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",⛽ Independent,Independent
61401703,-27.59451534349924,153.00412895337297,Pearl Energy Willawong,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",⛽ Independent,Independent
61401707,-27.453052,153.011287,Enhance Service Station & Tyre Plus Mechanic,4059,"Kelvin Grove Dc, Kelvin Grove Bc, Ballymore, Red Hill, Normanby, Kelvin Grove, Ithaca",⛽ Independent,Independent
61401710,-27.546591,153.010459,Mega Fuels Rocklea,4106,"Rocklea Dc, Rocklea, Brisbane Market",⛽ Independent,Independent
61401711,-27.662759,152.728866,Liberty Yamanto,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",⛽ Independent,Independent
61401718,-27.545176,153.020003,Moorooka Servo,4105,"Tennyson, Clifton Hill, Moorvale, Moorooka, Yeerongpilly",⛽ Independent,Independent
61401722,-27.606207,152.903825,Freedom Fuels Goodna,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",⛽ Independent,Independent
61401723,-27.531502,153.197563,Ampol Foodary Capalaba,4157,"Capalaba West, Sheldon, Capalaba, Capalaba Dc, Capalaba Bc",🔴 Ampol,Ampol
61401725,-27.604324,152.932499,Caltex Wacol,4076,"Wacol, Darra, Wacol East Immigration Centre",🔴 Ampol,Ampol
61401727,-27.315559,153.061062,BP Sandgate,4017,"Nashville, Shorncliffe, Brighton Eventide, Sandgate, Sandgate Dc, Brighton, Brighton Nathan Street, Deagon, Bracken Ridge",🟢 BP,BP
61401728,-27.514233,153.054808,BP Holland Park,4121,"Tarragindi, Mount Thompson, Holland Park West, Ekibin, Holland Park East, Wellers Hill, Holland Park",🟢 BP,BP
61401729,-27.584835,153.301205,Freedom Fuels Victoria Point,4165,"Mount Cotton, Redland Bay, Victoria Point West, Point Talburpin, Point Halloran, Victoria Point",⛽ Independent,Independent
61401730,-27.455124731985503,153.0070409067459,Quill Petroleum,4059,"Kelvin Grove Dc, Kelvin Grove Bc, Ballymore, Red Hill, Normanby, Kelvin Grove, Ithaca",⛽ Independent,Independent
61401733,-27.197201,152.984309,Caltex Narangba,4504,Narangba,🔴 Ampol,Ampol
61401734,-27.633636,153.139502,Shell Reddy Express Chatswood Road,4127,"Daisy Hill, Slacks Creek, Springwood, Springwood Bc, Chatswood Hills, Priestdale",🟡 Shell,Shell
61401737,-27.595968,152.987555,Pearl Energy Durack,4077,"Inala West, Inala East, Inala, Serviceton, Richlands Dc, Richlands Bc, Durack, Inala Heights, Doolandella, Richlands",⛽ Independent,Independent
61401738,-27.679856,153.087847,Ampol Foodary Marsden,4132,"Marsden, Marsden Postal Depot, Crestmead Dc, Crestmead",🔴 Ampol,Ampol
61401741,-27.662509,153.048088,BP Brown Plains,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟢 BP,BP
61401743,-27.249189,153.000822,Shell Reddy Express Kallangur,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🟡 Shell,Shell
61401744,-27.560198,152.935835,Ampol Foodary Sumner Park,4074,"Sumner Park Bc, Westlake, Mount Ommaney, Jamboree Heights, Sumner, Riverhills, Jindalee, Middle Park",🔴 Ampol,Ampol
61401745,-27.281581,152.983155,BP Lawnton,4501,Lawnton,🟢 BP,BP
61401748,-27.659537,153.168904,Ampol Foodary Hyperdome,4128,"Logan Hyperdome Bc, Kimberley Park, Shailer Park, Tanah Merah",🔴 Ampol,Ampol
61401749,-27.435613,153.041348,BP Bowen Hills,4006,"Brisbane Exhibition, Mayne, Herston, Fortitude Valley, Bowen Bridge, Fortitude Valley Bc, Newstead, Bowen Hills",🟢 BP,BP
61401753,-27.600625,152.883996,Shell Reddy Express Goodna,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🟡 Shell,Shell
61401754,-27.548472,153.107989,Ampol Foodary Wishart,4122,"Mount Gravatt East, Upper Mount Gravatt, Mansfield, Mount Gravatt, Upper Mount Gravatt Bc, Mansfield Dc, Mansfield Bc, Wishart",🔴 Ampol,Ampol
61401755,-27.681393,153.114674,Ampol Foodary Waterford West,4133,"Chambers Flat, Logan Reserve, Waterford West, Waterford",🔴 Ampol,Ampol
61401756,-27.596301,152.745933,Ampol Foodary Brassall,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🔴 Ampol,Ampol
61401758,-27.633736,153.119241,Ampol Foodary Kingston,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🔴 Ampol,Ampol
61401759,-27.467323,153.154015,BP Manly West,4179,"Lota, Manly West, Manly",🟢 BP,BP
61401761,-27.493146,153.216292,Shell Reddy Express Birkdale,4159,Birkdale,🟡 Shell,Shell
61401766,-27.593532,152.934594,BP Wacol Truck Stop,4076,"Wacol, Darra, Wacol East Immigration Centre",🟢 BP,BP
61401768,-27.633441,152.756625,Ampol Foodary Churchill,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🔴 Ampol,Ampol
61401769,-27.345888,152.964409,Shell Reddy Express Albany Creek,4035,"Albany Creek, Bridgeman Downs, Cashs Crossing",🟡 Shell,Shell
61401770,-27.493179,153.168917,NightOwl Shell Wakerley,4154,"Ransome, Gumdale, Wakerley",🟡 Shell,Shell
61401772,-27.640701,153.131201,Ampol Foodary Slacks Creek,4127,"Daisy Hill, Slacks Creek, Springwood, Springwood Bc, Chatswood Hills, Priestdale",🔴 Ampol,Ampol
61401773,-27.667011,153.139313,United Loganlea,4131,"Loganlea, Meadowbrook",🔵 United,United
61401774,-27.557625,153.015262,Pearl Energy Rocklea,4106,"Rocklea Dc, Rocklea, Brisbane Market",⛽ Independent,Independent
61401775,-27.562496,152.886875,Ampol Foodary Bellbowrie,4070,"Priors Pocket, Bellbowrie, Moggill, Anstead",🔴 Ampol,Ampol
61401777,-27.617782,153.094057,Liberty Karawatha,4117,"Berrinba, Karawatha",⛽ Independent,Independent
61401778,-27.634994,152.916347,Ampol Foodary Camira,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🔴 Ampol,Ampol
61401779,-27.535062,153.266974,Shell Reddy Express Cleveland,4163,"Cleveland Dc, Cleveland",🟡 Shell,Shell
61401780,-27.190235,153.018421,Shell Reddy Express Deception Bay,4508,Deception Bay,🟡 Shell,Shell
61401781,-27.290068,152.984536,Liberty Lawnton,4501,Lawnton,⛽ Independent,Independent
61401782,-27.042111,152.975171,Ampol Foodary Caboolture Travel Centre,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
61401856,-27.007343,152.944651,Elimbah Service Station and Takeaway,4516,Elimbah,⛽ Independent,Independent
61401858,-27.079253,152.951795,United Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔵 United,United
61401861,-27.084568,152.958178,Jio Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",⛽ Independent,Independent
61401862,-27.086965,152.980739,Ampol Foodary Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
61401863,-27.072802,153.025162,NightOwl Shell Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟡 Shell,Shell
61401866,-27.098137,152.94905576686477,Shell Reddy Express Morayfield,4506,"Moorina, Morayfield",🟡 Shell,Shell
61401868,-27.112363,152.950651,7-Eleven Morayfield,4506,"Moorina, Morayfield",🟠 7-Eleven,7-Eleven
61401881,-27.595176,153.121695,Ampol Foodary Rochedale,4123,"Rochedale South, Priests Gully, Rochedale",🔴 Ampol,Ampol
61401886,-27.602084,153.056501,Liberty Sunnybank Hills,4109,"Sunnybank, Robertson, Altandi, Macgregor, Sunnybank Hills, Sunnybank South, Banoon",⛽ Independent,Independent
61401887,-27.524198,153.253795,Ampol Foodary Cleveland Shore St,4163,"Cleveland Dc, Cleveland",🔴 Ampol,Ampol
61401888,-27.597824,152.949918,7-Eleven Richlands,4077,"Inala West, Inala East, Inala, Serviceton, Richlands Dc, Richlands Bc, Durack, Inala Heights, Doolandella, Richlands",🟠 7-Eleven,7-Eleven
61401894,-27.281231,152.982252,Ampol Foodary Lawnton,4501,Lawnton,🔴 Ampol,Ampol
61401899,-27.628223,152.883713,EG Ampol Goodna,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🔴 Ampol,Ampol
61401905,-27.596746,152.949854,Ampol Foodary Richlands,4077,"Inala West, Inala East, Inala, Serviceton, Richlands Dc, Richlands Bc, Durack, Inala Heights, Doolandella, Richlands",🔴 Ampol,Ampol
61401906,-27.575708,153.087955,BP Express Eight Mile Plains,4113,"Fruitgrove, Runcorn, Eight Mile Plains",🟢 BP,BP
61401907,-27.317756,153.009186,United Bald Hills,4036,Bald Hills,🔵 United,United
61401908,-27.383445,153.064113,EG Ampol Virginia,4013,"Northgate Mc, Northgate",🔴 Ampol,Ampol
61401910,-27.610975,153.067873,Shell Reddy Express Runcorn,4113,"Fruitgrove, Runcorn, Eight Mile Plains",🟡 Shell,Shell
61401911,-27.572365,152.791976,Shell Reddy Express Karalee,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🟡 Shell,Shell
61401912,-27.570459356616315,152.9810493558197,Liberty Oxley,4075,"Corinda, Oxley, Graceville East, Graceville, Sherwood",⛽ Independent,Independent
61401914,-27.363889718122927,153.01311577315525,7-Eleven Albany Creek,4034,"Carseldine, Aspley, Geebung, Zillmere, Boondall",🟠 7-Eleven,7-Eleven
61401915,-27.415386,152.977543,EG Ampol Mitchelton,4053,"Stafford Heights, Everton Hills, Mcdowall, Mitchelton, Stafford City, Stafford Dc, Oxford Park, Somerset Hills, Brookside Centre, Everton Park, Stafford Bc, Stafford",🔴 Ampol,Ampol
61401916,-27.58043314307124,153.02631481719666,Pearl Energy Acacia Ridge,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",⛽ Independent,Independent
61401917,-27.499065138785195,152.9674647949676,Freedom Fuels Indooroopilly,4068,"Long Pocket, Indooroopilly Centre, Indooroopilly, Taringa, Chelmer",⛽ Independent,Independent
61401919,-27.642988,153.100369,Ampol Foodary Woodridge West,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🔴 Ampol,Ampol
61401921,-27.597516,153.109135,Caltex Underwood,4119,Underwood,🔴 Ampol,Ampol
61401922,-27.085152,152.957808,Ampol Foodary Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
61401923,-27.475413,153.165772,7-Eleven Manly West,4179,"Lota, Manly West, Manly",🟠 7-Eleven,7-Eleven
61401924,-27.326024,152.979019,Ampol Foodary Strathpine,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🔴 Ampol,Ampol
61401926,-27.546897,152.822363,Freedom Fuels Karana Downs,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",⛽ Independent,Independent
61401928,-27.547407,153.128337,Ampol Foodary Mackenzie,4156,"Mackenzie, Burbank",🔴 Ampol,Ampol
61401929,-27.499187,153.126507,Shell Reddy Express Belmont (Qld),4153,"Belmont Heights, Belmont",🟡 Shell,Shell
61401930,-27.545381,153.121763,7-Eleven Mackenzie,4156,"Mackenzie, Burbank",🟠 7-Eleven,7-Eleven
61401931,-27.676512,153.024581,Metro Petroleum Hillcrest,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",⛽ Independent,Independent
61401934,-27.264616,153.005048,Caltex Murrumba Downs,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🔴 Ampol,Ampol
61401938,-27.521129,153.199215,Metro Petroleum Capalaba,4157,"Capalaba West, Sheldon, Capalaba, Capalaba Dc, Capalaba Bc",⛽ Independent,Independent
61401939,-27.609654,152.902465,BP Express Goodna,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🟢 BP,BP
61401941,-27.446069,153.171941,7-Eleven Wynnum,4178,"Wynnum Central, Lindum, Port Of Brisbane, Wynnum Plaza, Wynnum West, Wynnum, Wynnum North, Lytton",🟠 7-Eleven,7-Eleven
61401943,-27.659403,153.028989,EG Ampol Browns Plains West,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🔴 Ampol,Ampol
61401945,-27.446338,153.042061,Shell Reddy Express Breakfast Creek,4006,"Brisbane Exhibition, Mayne, Herston, Fortitude Valley, Bowen Bridge, Fortitude Valley Bc, Newstead, Bowen Hills",🟡 Shell,Shell
61401946,-27.679062,153.118267,Shell Reddy Express Marsden Park,4133,"Chambers Flat, Logan Reserve, Waterford West, Waterford",🟡 Shell,Shell
61401951,-27.561251,153.197803,EG Ampol Mount Cotton,4157,"Capalaba West, Sheldon, Capalaba, Capalaba Dc, Capalaba Bc",🔴 Ampol,Ampol
61401954,-27.209295,153.042949,Ampol Foodary Rothwell,4022,Rothwell,🔴 Ampol,Ampol
61401956,-27.612973,152.798948,Caltex Booval,4304,"North Booval, Ebbw Vale, Booval Fair, Silkstone, Booval Dc, Bundamba, Blackstone, Booval, Booval Bc",🔴 Ampol,Ampol
61401959,-27.439346,153.030343,Shell Reddy Express Windsor (Qld),4030,"Wooloowin, Lutwyche, Eildon Hill, Windsor, Kalinga",🟡 Shell,Shell
61401964,-27.578537,153.094318,Freedom Fuels Eight Mile Plains,4113,"Fruitgrove, Runcorn, Eight Mile Plains",⛽ Independent,Independent
61402086,-27.640345,153.132893,EG Ampol Slacks Creek,4127,"Daisy Hill, Slacks Creek, Springwood, Springwood Bc, Chatswood Hills, Priestdale",🔴 Ampol,Ampol
61402090,-27.456902,153.105682,7-Eleven Murarrie,4172,Murarrie,🟠 7-Eleven,7-Eleven
61402091,-27.292016,152.954828,7-Eleven Bray Park,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🟠 7-Eleven,7-Eleven
61402092,-27.508734,153.207099,7-Eleven Birkdale,4159,Birkdale,🟠 7-Eleven,7-Eleven
61402093,-27.662597,153.140557,Shell Reddy Express Loganlea,4131,"Loganlea, Meadowbrook",🟡 Shell,Shell
61402094,-27.09453583645176,152.9511927288361,EG Ampol Caboolture South - Market Plaza,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
