site_id,latitude,longitude,name,postcode,suburb,display_brand,brand
61402095,-27.330699,153.047457,Shell Reddy Express Deagon,4017,"Nashville, Shorncliffe, Brighton Eventide, Sandgate, Sandgate Dc, Brighton, Brighton Nathan Street, Deagon, Bracken Ridge",🟡 Shell,Shell
61402096,-27.584133,153.061878,Ampol Foodary Sunnybank,4109,"Sunnybank, Robertson, Altandi, Macgregor, Sunnybank Hills, Sunnybank South, Banoon",🔴 Ampol,Ampol
61402097,-27.377199,153.062259,United Virginia,4014,"Virginia Bc, Virginia, Banyo, Virginia Dc, Nudgee Beach, Nudgee",🔵 United,United
61402098,-27.673109458819063,153.05285839123795,7-Eleven Heritage Park,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟠 7-Eleven,7-Eleven
61402099,-27.596076,153.28593,Shell Reddy Express Victoria Point,4165,"Mount Cotton, Redland Bay, Victoria Point West, Point Talburpin, Point Halloran, Victoria Point",🟡 Shell,Shell
61402101,-27.591492,153.060381,7-Eleven Pinelands Road,4109,"Sunnybank, Robertson, Altandi, Macgregor, Sunnybank Hills, Sunnybank South, Banoon",🟠 7-Eleven,7-Eleven
61402106,-27.244479,153.109334,EG Ampol Margate,4019,"Scotts Point, Woody Point, Humpybong, Clontarf Dc, Clontarf, Margate, Margate Beach, Clontarf Beach",🔴 Ampol,Ampol
61402107,-27.487654,153.100211,7-Eleven Carina,4152,"Carina, Camp Hill, Whites Hill, Carina Heights, Carindale, Carina North",🟠 7-Eleven,7-Eleven
61402125,-27.575298,153.026169,EG Ampol Acacia Ridge,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",🔴 Ampol,Ampol
61402127,-27.273405,153.015282,7-Eleven Murrumba Downs,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🟠 7-Eleven,7-Eleven
61402131,-27.66240225882411,153.11811118650817,OOM Energy Kingston,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",⛽ Independent,Independent
61402132,-27.676907,153.031851,BP Regents Park,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟢 BP,BP
61402202,-27.565677,152.998169,BP Archerfield,4108,"Archerfield, Archerfield Bc, Coopers Plains",🟢 BP,BP
61402204,-27.678754,153.021806,7-Eleven Boronia Heights,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟠 7-Eleven,7-Eleven
61402207,-27.670532,153.200911,BP Logandale,4129,"Loganholme Dc, Logandale, Loganholme Bc, Loganholme",🟢 BP,BP
61402208,-27.330901,153.025787,7-Eleven Bracken Ridge,4017,"Nashville, Shorncliffe, Brighton Eventide, Sandgate, Sandgate Dc, Brighton, Brighton Nathan Street, Deagon, Bracken Ridge",🟠 7-Eleven,7-Eleven
61402209,-27.611024,153.062587,7-Eleven Compton Rd,4109,"Sunnybank, Robertson, Altandi, Macgregor, Sunnybank Hills, Sunnybank South, Banoon",🟠 7-Eleven,7-Eleven
61402210,-27.223195,153.037501,EG Ampol Mango Hill,4509,"Mango Hill, North Lakes",🔴 Ampol,Ampol
61402211,-27.550748,153.106439,Caltex Wishart,4122,"Mount Gravatt East, Upper Mount Gravatt, Mansfield, Mount Gravatt, Upper Mount Gravatt Bc, Mansfield Dc, Mansfield Bc, Wishart",🔴 Ampol,Ampol
61402212,-27.514796,153.181279,EG Ampol Capalaba,4157,"Capalaba West, Sheldon, Capalaba, Capalaba Dc, Capalaba Bc",🔴 Ampol,Ampol
61402213,-27.623694,152.969352,EG Ampol Forest Lake,4078,"Forest Lake, Ellen Grove",🔴 Ampol,Ampol
61402214,-27.661644,152.739343,EG Ampol Yamanto,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🔴 Ampol,Ampol
61402215,-27.186077,152.934985,BP Narangba,4504,Narangba,🟢 BP,BP
61402220,-27.674462,153.027669,BP Hillcrest,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟢 BP,BP
61402223,-27.154423,152.974743,EG Ampol Burpengary,4505,"Burpengary Dc, Burpengary, Burpengary East",🔴 Ampol,Ampol
61402226,-27.44460750531628,152.952606,S24 The Gap,4061,The Gap,⛽ Independent,Independent
61402227,-27.063878064409337,153.1555978687172,BP Connect Bribie Island,4507,"Woorim, Welsby, White Patch, Bribie Island North, Bribie Island Dc, Banksia Beach, Bribie Island, Bellara, Bongaree",🟢 BP,BP
61402231,-27.621151,152.787974,7-Eleven Silkstone,4304,"North Booval, Ebbw Vale, Booval Fair, Silkstone, Booval Dc, Bundamba, Blackstone, Booval, Booval Bc",🟠 7-Eleven,7-Eleven
61402234,-27.616944,152.790529,EG Ampol Booval,4304,"North Booval, Ebbw Vale, Booval Fair, Silkstone, Booval Dc, Bundamba, Blackstone, Booval, Booval Bc",🔴 Ampol,Ampol
61402237,-27.525038,153.221226,EG Ampol Alexandra Hills,4161,Alexandra Hills,🔴 Ampol,Ampol
61402245,-27.534996,153.206193,BP Capalaba South,4157,"Capalaba West, Sheldon, Capalaba, Capalaba Dc, Capalaba Bc",🟢 BP,BP
61402246,-27.663979,153.042319,EG Ampol Browns Plains,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🔴 Ampol,Ampol
61402247,-27.678204,153.082353,Metro Petroleum Marsden,4132,"Marsden, Marsden Postal Depot, Crestmead Dc, Crestmead",⛽ Independent,Independent
61402254,-27.561775,152.921734,7-Eleven River Hills,4074,"Sumner Park Bc, Westlake, Mount Ommaney, Jamboree Heights, Sumner, Riverhills, Jindalee, Middle Park",🟠 7-Eleven,7-Eleven
61402262,-27.645055,152.872371,7-Eleven Bellbird Park,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🟠 7-Eleven,7-Eleven
61402338,-27.593686,152.745885,7-Eleven Brassall,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🟠 7-Eleven,7-Eleven
61402344,-27.430687,153.133072,Ampol Hemmant,4174,"Doboy, Hemmant",🔴 Ampol,Ampol
61402345,-27.123314,152.978186,BP Connect Caboolture South,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟢 BP,BP
61402348,-27.124577,152.976285,BP Connect Caboolture North,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟢 BP,BP
61402350,-27.563861,153.039813,7-Eleven Coopers Plains,4108,"Archerfield, Archerfield Bc, Coopers Plains",🟠 7-Eleven,7-Eleven
61402356,-27.417028,152.949281,EG Ampol Keperra,4054,"Grovely, Keperra, Arana Hills",🔴 Ampol,Ampol
61402359,-27.471036,153.104019,EG Ampol Cannon Hill,4170,"Seven Hills, Norman Park, Morningside, Colmslie, Cannon Hill",🔴 Ampol,Ampol
61402362,-27.409841,152.981438,EG Ampol Brookside,4053,"Stafford Heights, Everton Hills, Mcdowall, Mitchelton, Stafford City, Stafford Dc, Oxford Park, Somerset Hills, Brookside Centre, Everton Park, Stafford Bc, Stafford",🔴 Ampol,Ampol
61402365,-27.536357,152.948876,7-Eleven Jindalee,4074,"Sumner Park Bc, Westlake, Mount Ommaney, Jamboree Heights, Sumner, Riverhills, Jindalee, Middle Park",🟠 7-Eleven,7-Eleven
61402386,-27.349745,153.038003,Liberty Taigum,4034,"Carseldine, Aspley, Geebung, Zillmere, Boondall",⛽ Independent,Independent
61402388,-27.328365,153.053801,Pearl Energy Deagon,4017,"Nashville, Shorncliffe, Brighton Eventide, Sandgate, Sandgate Dc, Brighton, Brighton Nathan Street, Deagon, Bracken Ridge",⛽ Independent,Independent
61402390,-27.572194,152.981702,EG Ampol Oxley,4075,"Corinda, Oxley, Graceville East, Graceville, Sherwood",🔴 Ampol,Ampol
61402391,-27.672522,153.212491,EG Ampol Cornubia,4130,"Carbrook, Cornubia",🔴 Ampol,Ampol
61402392,-27.645186,153.118928,EG Ampol Woodridge,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🔴 Ampol,Ampol
61402398,-27.549542,152.941043,EG Ampol Mount Ommaney,4074,"Sumner Park Bc, Westlake, Mount Ommaney, Jamboree Heights, Sumner, Riverhills, Jindalee, Middle Park",🔴 Ampol,Ampol
61402404,-27.260601,153.080001,7-Eleven Clontarf,4019,"Scotts Point, Woody Point, Humpybong, Clontarf Dc, Clontarf, Margate, Margate Beach, Clontarf Beach",🟠 7-Eleven,7-Eleven
61402405,-27.653823,152.995711,United Forestdale,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🔵 United,United
61402406,-27.653447,152.762956,7-Eleven Flinders View,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🟠 7-Eleven,7-Eleven
61402436,-27.378158,153.093691,Coles Express Nudgee,4014,"Virginia Bc, Virginia, Banyo, Virginia Dc, Nudgee Beach, Nudgee",⛽ Independent,Independent
61402464,-27.423023,153.516475,Point Lookout Roadhouse,4183,"North Stradbroke Island, Amity Point, Amity, Dunwich, Point Lookout",⛽ Independent,Independent
61402503,-27.038915,152.858752,BP Wamuran,4512,"Wamuran, Wamuran Basin, Bracalba",🟢 BP,BP
61402678,-27.195955,152.825947,Caltex Dayboro,4521,"Dayboro, Mount Pleasant, Ocean View, Rush Creek, Laceys Creek, Campbells Pocket, King Scrub, Mount Mee",🔴 Ampol,Ampol
61402739,-27.573428,153.078291,Liberty Eight Mile Plains,4113,"Fruitgrove, Runcorn, Eight Mile Plains",⛽ Independent,Independent
61402762,-27.571241,152.799327,EG Ampol Karalee,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🔴 Ampol,Ampol
61402765,-27.0876906682575,152.9803013852501,Pacific Fuel Solutions Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",⛽ Independent,Independent
61402813,-27.241863,153.023055,BP Connect North Lakes,4509,"Mango Hill, North Lakes",🟢 BP,BP
61402816,-27.678856,152.904123,EG Ampol Springfield,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🔴 Ampol,Ampol
61402830,-27.611892,153.054057,EG Ampol Calamvale,4116,"Calamvale, Drewvale, Stretton",🔴 Ampol,Ampol
61402834,-27.42935179933878,152.98930968220904,EG Ampol Enoggera,4051,"Alderley, Newmarket, Wilston, The Grange, Gaythorne, Enoggera, Grange",🔴 Ampol,Ampol
61402844,-27.242734,153.023984,Shell Reddy Express Mango Hill,4509,"Mango Hill, North Lakes",🟡 Shell,Shell
61402845,-27.606312,153.109055,EG Ampol Underwood,4119,Underwood,🔴 Ampol,Ampol
61402847,-27.665500070157712,152.8910621898303,Ampol Foodary Augustine Heights,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🔴 Ampol,Ampol
61402852,-27.310281,152.962642,7-Eleven Warner,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🟠 7-Eleven,7-Eleven
61402875,-27.062301,153.079179,7-Eleven Ningi,4511,"Sandstone Point, Godwin Beach, Ningi",🟠 7-Eleven,7-Eleven
61402876,-27.43935684389341,153.04003769940567,EG Ampol Bowen Hills,4006,"Brisbane Exhibition, Mayne, Herston, Fortitude Valley, Bowen Bridge, Fortitude Valley Bc, Newstead, Bowen Hills",🔴 Ampol,Ampol
61402878,-27.658941,152.708684,BP Amberley,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🟢 BP,BP
61402880,-27.634495,152.774455,7-Eleven Raceview,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🟠 7-Eleven,7-Eleven
61402894,-27.668834,153.125376,Caltex Loganlea,4131,"Loganlea, Meadowbrook",🔴 Ampol,Ampol
61402897,-27.250943,152.992977,EG Ampol Kallangur,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🔴 Ampol,Ampol
61402908,-27.239449,153.009388,Ampol Foodary North Lakes,4509,"Mango Hill, North Lakes",🔴 Ampol,Ampol
61402913,-27.57635365510319,152.706416072422,Pacific Fuel Solutions Blacksoil,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",⛽ Independent,Independent
61402918,-27.689581,153.190423,Freedom Fuels Loganholme,4129,"Loganholme Dc, Logandale, Loganholme Bc, Loganholme",⛽ Independent,Independent
61477061,-27.587057,153.282657,EG Ampol Victoria Point,4165,"Mount Cotton, Redland Bay, Victoria Point West, Point Talburpin, Point Halloran, Victoria Point",🔴 Ampol,Ampol
61477070,-27.654489,152.917741,United Springfield,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🔵 United,United
61477071,-27.655874,153.162979,BP Slacks Creek,4127,"Daisy Hill, Slacks Creek, Springwood, Springwood Bc, Chatswood Hills, Priestdale",🟢 BP,BP
61477074,-27.39546625032258,153.10765420391354,Coles Express Brisbane Airport,4007,"Whinstanes, Hamilton Central, Doomben, Brisbane Airport, Ascot, Hamilton",⛽ Independent,Independent
61477081,-27.290927,152.953124,EG Ampol Joyner,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🔴 Ampol,Ampol
61477083,-27.697253410614,153.08220271135957,United Crestmead,4132,"Marsden, Marsden Postal Depot, Crestmead Dc, Crestmead",🔵 United,United
61477091,-27.220937,152.999794,7-Eleven North Lakes,4509,"Mango Hill, North Lakes",🟠 7-Eleven,7-Eleven
61477097,-27.398476,153.438513,Amity Point General Dealers,4183,"North Stradbroke Island, Amity Point, Amity, Dunwich, Point Lookout",⛽ Independent,Independent
61477099,-27.128704843124694,153.0516013868227,Astron Beachmere,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",⛽ Independent,Independent
61477100,-27.58883250923316,152.77196181410352,BP Foodworks Tivoli,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🟢 BP,BP
61477129,-27.667831,153.138292,EG Ampol Meadowbrook,4131,"Loganlea, Meadowbrook",🔴 Ampol,Ampol
61477138,-27.660149,153.117008,7-Eleven Kingston South,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",🟠 7-Eleven,7-Eleven
61477140,-27.196842,153.015639,7-Eleven Deception Bay,4508,Deception Bay,🟠 7-Eleven,7-Eleven
61477143,-27.342366,153.041502,7-Eleven Taigum,4018,"Taigum, Fitzgibbon",🟠 7-Eleven,7-Eleven
61477145,-27.676267,152.900674,Shell Reddy Express Springfield Orion,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🟡 Shell,Shell
61477631,-27.499171,153.401798,Independent Borgy's Place,4183,"North Stradbroke Island, Amity Point, Amity, Dunwich, Point Lookout",⛽ Independent,Independent
61477643,-27.647183,152.872421,Shell Reddy Express Bellbird Park,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🟡 Shell,Shell
61477645,-27.640169,153.010137,BP Logan Motorway East,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",🟢 BP,BP
61477652,-27.588524,152.821812,Caltex Bundamba,4304,"North Booval, Ebbw Vale, Booval Fair, Silkstone, Booval Dc, Bundamba, Blackstone, Booval, Booval Bc",🔴 Ampol,Ampol
61477665,-27.630712,152.986492,7-Eleven Heathwood,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",🟠 7-Eleven,7-Eleven
61477669,-27.371366,153.062734,7-Eleven Virginia,4014,"Virginia Bc, Virginia, Banyo, Virginia Dc, Nudgee Beach, Nudgee",🟠 7-Eleven,7-Eleven
61477670,-27.656816,152.746774,Ampol Foodary Yamanto,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🔴 Ampol,Ampol
61477671,-27.564733,153.023797,Caltex Archerfield,4108,"Archerfield, Archerfield Bc, Coopers Plains",🔴 Ampol,Ampol
61477675,-27.687281,153.137458,7-Eleven Loganlea,4131,"Loganlea, Meadowbrook",🟠 7-Eleven,7-Eleven
61477685,-27.232713,152.992111,7-Eleven Dakabin,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🟠 7-Eleven,7-Eleven
61477687,-27.085727,152.986338,Caltex Caboolture East,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
61477691,-27.503935408699785,153.0348827811191,Liberty Annerley,4103,"Annerley Dc, Thompson Estate, Fairfield Gardens, Annerley, Fairfield",⛽ Independent,Independent
61477692,-27.531673,153.016922,Shell Reddy Express Moorooka,4105,"Tennyson, Clifton Hill, Moorvale, Moorooka, Yeerongpilly",🟡 Shell,Shell
61477694,-27.618121,152.750201,Caltex West Ipswich,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🔴 Ampol,Ampol
61477695,-27.537417,153.003541,Caltex Rocklea,4106,"Rocklea Dc, Rocklea, Brisbane Market",🔴 Ampol,Ampol
61477696,-27.524539,153.256024,7-Eleven Cleveland,4163,"Cleveland Dc, Cleveland",🟠 7-Eleven,7-Eleven
61477701,-27.603381,152.761975,Shell Reddy Express Ipswich North,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🟡 Shell,Shell
61477707,-27.076328,152.928023,Caltex Caboolture West,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
61477709,-27.326447,152.974796,United Brendale,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🔵 United,United
61477716,-27.620482,152.779606,Shell Reddy Express Bremer,4304,"North Booval, Ebbw Vale, Booval Fair, Silkstone, Booval Dc, Bundamba, Blackstone, Booval, Booval Bc",🟡 Shell,Shell
61477718,-27.471719,153.110322,7-Eleven Tingalpa,4173,"Tingalpa Dc, Tingalpa, Tingalpa Bc",🟠 7-Eleven,7-Eleven
61477720,-27.544513,153.039614,7-Eleven Salisbury,4107,"Salisbury, Salisbury East",🟠 7-Eleven,7-Eleven
61477722,-27.697954,153.039827,EG Ampol Park Ridge,4125,"Munruben, Park Ridge South, Park Ridge",🔴 Ampol,Ampol
61477723,-27.569702,153.024658,United Coopers Plains,4108,"Archerfield, Archerfield Bc, Coopers Plains",🔵 United,United
61477731,-27.593842,153.003908,7-Eleven Willawong,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",🟠 7-Eleven,7-Eleven
61477733,-27.060554,152.957646,7-Eleven Caboolture North,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟠 7-Eleven,7-Eleven
61477737,-27.153675,152.970824,7-Eleven Burpengary,4505,"Burpengary Dc, Burpengary, Burpengary East",🟠 7-Eleven,7-Eleven
61477738,-27.402657,153.031179,Shell Reddy Express Kedron,4031,"Kedron, Gordon Park, Glen Kedron",🟡 Shell,Shell
61477739,-27.613345,152.784396,Shell Reddy Express Booval,4304,"North Booval, Ebbw Vale, Booval Fair, Silkstone, Booval Dc, Bundamba, Blackstone, Booval, Booval Bc",🟡 Shell,Shell
61477740,-27.260491,153.024233,7-Eleven Griffin,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🟠 7-Eleven,7-Eleven
61477741,-27.238573,153.008647,7-Eleven North Lakes Central,4509,"Mango Hill, North Lakes",🟠 7-Eleven,7-Eleven
61477742,-27.657134,152.778673,Ampol Foodary Ripley,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🔴 Ampol,Ampol
61477749,-27.077539,152.950377,7-Eleven Caboolture,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟠 7-Eleven,7-Eleven
61477751,-27.467655,153.152472,7-Eleven Tingalpa North,4173,"Tingalpa Dc, Tingalpa, Tingalpa Bc",🟠 7-Eleven,7-Eleven
61477752,-27.696584,153.102784,7-Eleven Logan Reserve,4133,"Chambers Flat, Logan Reserve, Waterford West, Waterford",🟠 7-Eleven,7-Eleven
61477753,-27.57773460925084,153.02584625750842,Liberty Acacia Ridge,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",⛽ Independent,Independent
61477754,-27.608486,153.289542,7-Eleven Redland Bay,4165,"Mount Cotton, Redland Bay, Victoria Point West, Point Talburpin, Point Halloran, Victoria Point",🟠 7-Eleven,7-Eleven
