site_id,diff,strategy,discount_depth
61401426,-25.165174597588834,Discounter (Value),25.165174597588834
61401427,-49.83356321839079,Discounter (Value),49.83356321839079
61401428,0.9229580573951447,Market Follower,-0.9229580573951447
61401431,11.898360655737719,Premium (Leader),-11.898360655737719
61401436,1.8983606557377186,Market Follower,-1.8983606557377186
61401438,4.683804618241699,Premium (Leader),-4.683804618241699
61401440,-12.682861767735025,Discounter (Value),12.682861767735025
61401441,5.568022140012185,Premium (Leader),-5.568022140012185
61401444,0.03870753805390829,Market Follower,-0.03870753805390829
61401445,8.372040871387242,Premium (Leader),-8.372040871387242
61401446,14.676744186046506,Premium (Leader),-14.676744186046506
61401447,1.7092138156409458,Market Follower,-1.7092138156409458
61401448,2.242927435829112,Market Follower,-2.242927435829112
61401450,8.98316983650316,Premium (Leader),-8.98316983650316
61401453,-38.554700854700855,Discounter (Value),38.554700854700855
61401457,11.705374204720576,Premium (Leader),-11.705374204720576
61401460,11.705374204720576,Premium (Leader),-11.705374204720576
61401461,-1.0322580645160997,Market Follower,1.0322580645160997
61401462,1.6517985611510824,Market Follower,-1.6517985611510824
61401471,12.983804898931643,Premium (Leader),-12.983804898931643
61401472,0.0,Market Follower,-0.0
61401473,-25.165174597588834,Discounter (Value),25.165174597588834
61401477,8.372040871387242,Premium (Leader),-8.372040871387242
61401478,5.49977011494254,Premium (Leader),-5.49977011494254
61401479,8.372040871387242,Premium (Leader),-8.372040871387242
61401480,2.242927435829112,Market Follower,-2.242927435829112
61401483,11.705374204720576,Premium (Leader),-11.705374204720576
61401485,4.278302038196121,Premium (Leader),-4.278302038196121
61401487,9.341379310344848,Premium (Leader),-9.341379310344848
61401492,-31.06641791044777,Discounter (Value),31.06641791044777
61401496,18.9677419354839,Premium (Leader),-18.9677419354839
61401497,-29.153434119650665,Discounter (Value),29.153434119650665
61401500,1.6517985611510824,Market Follower,-1.6517985611510824
61401502,-16.054700854700855,Discounter (Value),16.054700854700855
61401505,-27.65470085470085,Discounter (Value),27.65470085470085
61401506,8.833103448275873,Premium (Leader),-8.833103448275873
61401507,7.331034482758639,Premium (Leader),-7.331034482758639
61401508,11.705374204720576,Premium (Leader),-11.705374204720576
61401510,-40.182789069041625,Discounter (Value),40.182789069041625
61401512,8.372040871387242,Premium (Leader),-8.372040871387242
61401514,1.6517985611510824,Market Follower,-1.6517985611510824
61401517,5.641269841269832,Premium (Leader),-5.641269841269832
61401523,18.9677419354839,Premium (Leader),-18.9677419354839
61401530,7.331034482758639,Premium (Leader),-7.331034482758639
61401531,0.9229580573951447,Market Follower,-0.9229580573951447
61401534,1.567485420579222,Market Follower,-1.567485420579222
61401535,1.6517985611510824,Market Follower,-1.6517985611510824
61401537,5.649836503169827,Premium (Leader),-5.649836503169827
61401541,5.695751383567483,Premium (Leader),-5.695751383567483
61401543,8.901355473345518,Premium (Leader),-8.901355473345518
61401544,2.3758804823076125,Market Follower,-2.3758804823076125
61401545,-10.929178891865462,Discounter (Value),10.929178891865462
61401546,-5.624119517692388,Discounter (Value),5.624119517692388
61401547,11.705374204720576,Premium (Leader),-11.705374204720576
61401550,1.901468519471602,Market Follower,-1.901468519471602
61401551,10.375880482307613,Premium (Leader),-10.375880482307613
61401554,2.567485420579222,Market Follower,-2.567485420579222
61401555,-37.65470085470085,Discounter (Value),37.65470085470085
61401560,7.36931460195829,Premium (Leader),-7.36931460195829
61401561,0.9229580573951447,Market Follower,-0.9229580573951447
61401568,-36.29462579527942,Discounter (Value),36.29462579527942
61401569,2.3432479124676227,Market Follower,-2.3432479124676227
61401588,11.705374204720576,Premium (Leader),-11.705374204720576
61401590,-5.854700854700866,Discounter (Value),5.854700854700866
61401591,1.7136128338708356,Market Follower,-1.7136128338708356
61401599,-5.654700854700849,Discounter (Value),5.654700854700849
61401602,8.372040871387242,Premium (Leader),-8.372040871387242
61401603,14.345299145299151,Premium (Leader),-14.345299145299151
61401605,-13.431977859987816,Discounter (Value),13.431977859987816
61401606,-26.758730158730174,Discounter (Value),26.758730158730174
61401613,-5.3232558139534945,Discounter (Value),5.3232558139534945
61401616,8.372040871387242,Premium (Leader),-8.372040871387242
61401620,-31.62795912861276,Discounter (Value),31.62795912861276
61401621,-3.098644526654482,Discounter (Value),3.098644526654482
61401625,-47.61750171271979,Discounter (Value),47.61750171271979
61401641,1.6517985611510824,Market Follower,-1.6517985611510824
61401642,-11.05425287356322,Discounter (Value),11.05425287356322
61401643,11.762162162162156,Premium (Leader),-11.762162162162156
61401658,-35.49072011003045,Discounter (Value),35.49072011003045
61401667,-15.654700854700849,Discounter (Value),15.654700854700849
61401670,1.6517985611510824,Market Follower,-1.6517985611510824
61401676,8.372040871387242,Premium (Leader),-8.372040871387242
61401680,18.767741935483883,Premium (Leader),-18.767741935483883
61401682,4.380279500537502,Premium (Leader),-4.380279500537502
61401683,1.6517985611510824,Market Follower,-1.6517985611510824
61401684,9.341379310344848,Premium (Leader),-9.341379310344848
61401685,2.1304347826087167,Market Follower,-2.1304347826087167
61401687,4.345299145299151,Premium (Leader),-4.345299145299151
61401690,-21.879776981282344,Discounter (Value),21.879776981282344
61401691,-0.32325581395349445,Market Follower,0.32325581395349445
61401700,-14.52132054957004,Discounter (Value),14.52132054957004
61401701,-18.237837837837844,Discounter (Value),18.237837837837844
61401703,-21.466417910447774,Discounter (Value),21.466417910447774
61401707,-19.820213832443415,Discounter (Value),19.820213832443415
61401710,-49.00163934426229,Discounter (Value),49.00163934426229
61401711,-33.06641791044777,Discounter (Value),33.06641791044777
61401718,-28.469756749532234,Discounter (Value),28.469756749532234
61401722,-12.984081530987728,Discounter (Value),12.984081530987728
61401723,0.43078312142987824,Market Follower,-0.43078312142987824
61401725,5.641269841269832,Premium (Leader),-5.641269841269832
61401727,11.815855884969693,Premium (Leader),-11.815855884969693
61401728,0.9335820895522318,Market Follower,-0.9335820895522318
61401729,-11.066417910447768,Discounter (Value),11.066417910447768
61401730,-39.016195101068355,Discounter (Value),39.016195101068355
61401733,2.279080459770114,Market Follower,-2.279080459770114
61401734,9.073968832220203,Premium (Leader),-9.073968832220203
61401737,-21.466417910447774,Discounter (Value),21.466417910447774
61401738,1.6517985611510824,Market Follower,-1.6517985611510824
61401741,14.676744186046506,Premium (Leader),-14.676744186046506
61401743,0.9229580573951447,Market Follower,-0.9229580573951447
61401744,1.6517985611510824,Market Follower,-1.6517985611510824
61401745,0.47506172839505706,Market Follower,-0.47506172839505706
61401748,7.331034482758639,Premium (Leader),-7.331034482758639
61401749,2.1304347826087167,Market Follower,-2.1304347826087167
61401753,9.069514496483103,Premium (Leader),-9.069514496483103
61401754,1.6517985611510824,Market Follower,-1.6517985611510824
61401755,1.6517985611510824,Market Follower,-1.6517985611510824
61401756,1.6517985611510824,Market Follower,-1.6517985611510824
61401758,-15.654700854700849,Discounter (Value),15.654700854700849
61401759,15.786889685384324,Premium (Leader),-15.786889685384324
61401761,2.3432479124676227,Market Follower,-2.3432479124676227
61401766,6.709213815640946,Premium (Leader),-6.709213815640946
61401768,5.641269841269832,Premium (Leader),-5.641269841269832
61401769,5.641269841269832,Premium (Leader),-5.641269841269832
61401770,1.8983606557377186,Market Follower,-1.8983606557377186
61401772,11.762162162162156,Premium (Leader),-11.762162162162156
61401773,4.350471284908366,Premium (Leader),-4.350471284908366
61401774,-34.432258064516105,Discounter (Value),34.432258064516105
61401775,3.7136128338708354,Premium (Leader),-3.7136128338708354
61401777,-38.054700854700855,Discounter (Value),38.054700854700855
61401778,5.641269841269832,Premium (Leader),-5.641269841269832
61401779,9.073968832220203,Premium (Leader),-9.073968832220203
61401780,6.840000000000013,Premium (Leader),-6.840000000000013
61401781,-16.054700854700855,Discounter (Value),16.054700854700855
61401782,2.046946167204169,Market Follower,-2.046946167204169
61401856,-11.066417910447768,Discounter (Value),11.066417910447768
61401858,1.1412698412698319,Market Follower,-1.1412698412698319
61401861,1.2412698412698262,Market Follower,-1.2412698412698262
61401862,1.6517985611510824,Market Follower,-1.6517985611510824
61401863,-34.27015103149268,Discounter (Value),34.27015103149268
61401866,0.0,Market Follower,-0.0
61401868,11.705374204720576,Premium (Leader),-11.705374204720576
61401881,5.509279889969548,Premium (Leader),-5.509279889969548
61401886,7.192891185759389,Premium (Leader),-7.192891185759389
61401887,1.6517985611510824,Market Follower,-1.6517985611510824
61401888,7.234688806678851,Premium (Leader),-7.234688806678851
61401894,1.5762607691624453,Market Follower,-1.5762607691624453
61401899,11.709213815640945,Premium (Leader),-11.709213815640945
61401905,5.404154441467871,Premium (Leader),-5.404154441467871
61401906,-7.624119517692388,Discounter (Value),7.624119517692388
61401907,-10.654700854700849,Discounter (Value),10.654700854700849
61401908,8.375880482307613,Premium (Leader),-8.375880482307613
61401910,0.0,Market Follower,-0.0
61401911,0.0,Market Follower,-0.0
61401912,-16.054700854700855,Discounter (Value),16.054700854700855
61401914,11.705374204720576,Premium (Leader),-11.705374204720576
61401915,8.375880482307613,Premium (Leader),-8.375880482307613
61401916,-14.52132054957004,Discounter (Value),14.52132054957004
61401917,-35.032913916176234,Discounter (Value),35.032913916176234
61401919,7.331034482758639,Premium (Leader),-7.331034482758639
61401921,-23.34952843440169,Discounter (Value),23.34952843440169
61401922,1.6517985611510824,Market Follower,-1.6517985611510824
61401923,8.901355473345518,Premium (Leader),-8.901355473345518
61401924,1.6517985611510824,Market Follower,-1.6517985611510824
61401926,-18.348201438848918,Discounter (Value),18.348201438848918
61401928,1.6517985611510824,Market Follower,-1.6517985611510824
61401929,5.641269841269832,Premium (Leader),-5.641269841269832
61401930,11.705374204720576,Premium (Leader),-11.705374204720576
61401931,-10.01683016349684,Discounter (Value),10.01683016349684
61401934,10.70526115859449,Premium (Leader),-10.70526115859449
61401938,-33.157386776697116,Discounter (Value),33.157386776697116
61401939,9.042547148974279,Premium (Leader),-9.042547148974279
61401941,11.705374204720576,Premium (Leader),-11.705374204720576
61401943,1.7092138156409458,Market Follower,-1.7092138156409458
61401945,5.74063549888687,Premium (Leader),-5.74063549888687
61401946,0.9229580573951447,Market Follower,-0.9229580573951447
61401951,11.709213815640945,Premium (Leader),-11.709213815640945
61401954,1.6517985611510824,Market Follower,-1.6517985611510824
61401956,5.641269841269832,Premium (Leader),-5.641269841269832
61401959,2.84432854367491,Market Follower,-2.84432854367491
61401964,-29.7879872162367,Discounter (Value),29.7879872162367
61402086,11.709213815640945,Premium (Leader),-11.709213815640945
61402090,11.705374204720576,Premium (Leader),-11.705374204720576
61402091,11.705374204720576,Premium (Leader),-11.705374204720576
61402092,5.901468519471602,Premium (Leader),-5.901468519471602
61402093,0.9229580573951447,Market Follower,-0.9229580573951447
61402094,11.709213815640945,Premium (Leader),-11.709213815640945
61402095,-25.165174597588834,Discounter (Value),25.165174597588834
61402096,5.641269841269832,Premium (Leader),-5.641269841269832
61402097,4.877987563595259,Premium (Leader),-4.877987563595259
61402099,0.0,Market Follower,-0.0
61402101,8.901355473345518,Premium (Leader),-8.901355473345518
61402106,11.709213815640945,Premium (Leader),-11.709213815640945
61402107,8.901355473345518,Premium (Leader),-8.901355473345518
61402125,11.709213815640945,Premium (Leader),-11.709213815640945
61402127,8.901355473345518,Premium (Leader),-8.901355473345518
61402131,-38.182789069041625,Discounter (Value),38.182789069041625
61402132,9.341379310344848,Premium (Leader),-9.341379310344848
61402202,8.375880482307613,Premium (Leader),-8.375880482307613
61402204,-8.016195101068357,Discounter (Value),8.016195101068357
61402207,9.073968832220203,Premium (Leader),-9.073968832220203
61402208,-1.6279591286127584,Market Follower,1.6279591286127584
61402209,11.705374204720576,Premium (Leader),-11.705374204720576
61402210,8.375880482307613,Premium (Leader),-8.375880482307613
61402211,9.87644211375554,Premium (Leader),-9.87644211375554
61402212,10.375880482307613,Premium (Leader),-10.375880482307613
61402213,11.709213815640945,Premium (Leader),-11.709213815640945
61402214,11.709213815640945,Premium (Leader),-11.709213815640945
61402215,9.375880482307613,Premium (Leader),-9.375880482307613
61402220,-9.624119517692387,Discounter (Value),9.624119517692387
61402223,11.709213815640945,Premium (Leader),-11.709213815640945
61402226,9.709213815640945,Premium (Leader),-9.709213815640945
61402227,-31.62411951769239,Discounter (Value),31.62411951769239
61402231,8.372040871387242,Premium (Leader),-8.372040871387242
61402234,8.097029678685303,Premium (Leader),-8.097029678685303
61402237,8.375880482307613,Premium (Leader),-8.375880482307613
61402245,1.7092138156409458,Market Follower,-1.7092138156409458
61402246,11.709213815640945,Premium (Leader),-11.709213815640945
61402247,-7.654700854700849,Discounter (Value),7.654700854700849
61402254,11.705374204720576,Premium (Leader),-11.705374204720576
61402262,11.705374204720576,Premium (Leader),-11.705374204720576
61402338,11.705374204720576,Premium (Leader),-11.705374204720576
61402344,-38.45873015873016,Discounter (Value),38.45873015873016
61402345,8.375880482307613,Premium (Leader),-8.375880482307613
61402348,8.375880482307613,Premium (Leader),-8.375880482307613
61402350,11.705374204720576,Premium (Leader),-11.705374204720576
61402356,11.709213815640945,Premium (Leader),-11.709213815640945
61402359,8.375880482307613,Premium (Leader),-8.375880482307613
61402362,9.709213815640945,Premium (Leader),-9.709213815640945
61402365,11.705374204720576,Premium (Leader),-11.705374204720576
61402386,-33.1762231886923,Discounter (Value),33.1762231886923
61402388,-34.48714486521785,Discounter (Value),34.48714486521785
61402390,-8.290786184359055,Discounter (Value),8.290786184359055
61402391,8.375880482307613,Premium (Leader),-8.375880482307613
61402392,11.709213815640945,Premium (Leader),-11.709213815640945
61402398,11.709213815640945,Premium (Leader),-11.709213815640945
61402404,8.901355473345518,Premium (Leader),-8.901355473345518
61402405,4.345299145299151,Premium (Leader),-4.345299145299151
61402406,11.705374204720576,Premium (Leader),-11.705374204720576
61402436,8.855198494553624,Premium (Leader),-8.855198494553624
61402464,0.0,Market Follower,-0.0
61402503,-8.101639344262281,Discounter (Value),8.101639344262281
61402678,1.7136128338708356,Market Follower,-1.7136128338708356
61402739,-9.206933184071943,Discounter (Value),9.206933184071943
61402762,11.709213815640945,Premium (Leader),-11.709213815640945
61402765,-26.621890166028095,Discounter (Value),26.621890166028095
61402813,7.709213815640946,Premium (Leader),-7.709213815640946
61402816,11.709213815640945,Premium (Leader),-11.709213815640945
61402830,11.709213815640945,Premium (Leader),-11.709213815640945
61402834,8.375880482307613,Premium (Leader),-8.375880482307613
61402844,2.3432479124676227,Market Follower,-2.3432479124676227
61402845,-8.290786184359055,Discounter (Value),8.290786184359055
61402847,11.762162162162156,Premium (Leader),-11.762162162162156
61402852,11.705374204720576,Premium (Leader),-11.705374204720576
61402875,-34.961292461946094,Discounter (Value),34.961292461946094
61402876,11.709213815640945,Premium (Leader),-11.709213815640945
61402878,-18.10163934426228,Discounter (Value),18.10163934426228
61402880,11.705374204720576,Premium (Leader),-11.705374204720576
61402894,10.70526115859449,Premium (Leader),-10.70526115859449
61402897,7.709213815640946,Premium (Leader),-7.709213815640946
61402908,7.331034482758639,Premium (Leader),-7.331034482758639
61402913,-36.66896551724136,Discounter (Value),36.66896551724136
61402918,-28.237837837837844,Discounter (Value),28.237837837837844
61477061,11.709213815640945,Premium (Leader),-11.709213815640945
61477070,11.398360655737719,Premium (Leader),-11.398360655737719
61477071,8.375880482307613,Premium (Leader),-8.375880482307613
61477074,8.855198494553624,Premium (Leader),-8.855198494553624
61477081,11.709213815640945,Premium (Leader),-11.709213815640945
61477083,5.870734259735808,Premium (Leader),-5.870734259735808
61477091,6.513232547016003,Premium (Leader),-6.513232547016003
61477097,0.0,Market Follower,-0.0
61477099,-28.10163934426228,Discounter (Value),28.10163934426228
61477100,0.0,Market Follower,-0.0
61477129,8.375880482307613,Premium (Leader),-8.375880482307613
61477138,11.705374204720576,Premium (Leader),-11.705374204720576
61477140,11.705374204720576,Premium (Leader),-11.705374204720576
61477143,-1.1535471657767478,Market Follower,1.1535471657767478
61477145,1.6517985611510824,Market Follower,-1.6517985611510824
61477631,0.0,Market Follower,-0.0
61477643,7.331034482758639,Premium (Leader),-7.331034482758639
61477645,9.042547148974279,Premium (Leader),-9.042547148974279
61477652,7.331034482758639,Premium (Leader),-7.331034482758639
61477665,12.983804898931643,Premium (Leader),-12.983804898931643
61477669,5.038707538053909,Premium (Leader),-5.038707538053909
61477670,11.762162162162156,Premium (Leader),-11.762162162162156
61477671,1.569241622574945,Market Follower,-1.569241622574945
61477675,11.705374204720576,Premium (Leader),-11.705374204720576
61477685,10.038707538053908,Premium (Leader),-10.038707538053908
61477687,10.702647935291623,Premium (Leader),-10.702647935291623
61477691,-39.47377548090728,Discounter (Value),39.47377548090728
61477692,3.7263393952135666,Premium (Leader),-3.7263393952135666
61477694,-25.262512225198794,Discounter (Value),25.262512225198794
61477695,5.120521901211551,Premium (Leader),-5.120521901211551
61477696,7.372040871387242,Premium (Leader),-7.372040871387242
61477701,1.6517985611510824,Market Follower,-1.6517985611510824
61477707,11.898360655737719,Premium (Leader),-11.898360655737719
61477709,7.517137951575033,Premium (Leader),-7.517137951575033
61477716,6.840000000000013,Premium (Leader),-6.840000000000013
61477718,8.372040871387242,Premium (Leader),-8.372040871387242
61477720,11.705374204720576,Premium (Leader),-11.705374204720576
61477722,11.042547148974279,Premium (Leader),-11.042547148974279
61477723,-14.721320549570038,Discounter (Value),14.721320549570038
61477731,1.7053742047205749,Market Follower,-1.7053742047205749
61477733,10.901355473345518,Premium (Leader),-10.901355473345518
61477737,11.705374204720576,Premium (Leader),-11.705374204720576
61477738,7.331034482758639,Premium (Leader),-7.331034482758639
61477739,0.0,Market Follower,-0.0
61477740,11.705374204720576,Premium (Leader),-11.705374204720576
61477741,11.705374204720576,Premium (Leader),-11.705374204720576
61477742,5.641269841269832,Premium (Leader),-5.641269841269832
61477749,11.705374204720576,Premium (Leader),-11.705374204720576
61477751,10.901355473345518,Premium (Leader),-10.901355473345518
61477752,11.705374204720576,Premium (Leader),-11.705374204720576
61477754,11.705374204720576,Premium (Leader),-11.705374204720576
61477755,-7.624119517692388,Discounter (Value),7.624119517692388
61477760,11.705374204720576,Premium (Leader),-11.705374204720576
61477762,8.372040871387242,Premium (Leader),-8.372040871387242
61477763,11.762162162162156,Premium (Leader),-11.762162162162156
61477765,7.331034482758639,Premium (Leader),-7.331034482758639
61477767,1.6517985611510824,Market Follower,-1.6517985611510824
61477775,1.6517985611510824,Market Follower,-1.6517985611510824
61477776,-38.054700854700855,Discounter (Value),38.054700854700855
61477778,-34.432258064516105,Discounter (Value),34.432258064516105
61477779,11.705374204720576,Premium (Leader),-11.705374204720576
61477780,11.705374204720576,Premium (Leader),-11.705374204720576
61477783,4.6767441860465055,Premium (Leader),-4.6767441860465055
61477786,7.705374204720575,Premium (Leader),-7.705374204720575
61477787,7.331034482758639,Premium (Leader),-7.331034482758639
61477855,8.705374204720576,Premium (Leader),-8.705374204720576
61477856,-29.290786184359053,Discounter (Value),29.290786184359053
61477877,11.705374204720576,Premium (Leader),-11.705374204720576
61477882,14.345299145299151,Premium (Leader),-14.345299145299151
61477883,11.705374204720576,Premium (Leader),-11.705374204720576
61477885,11.705374204720576,Premium (Leader),-11.705374204720576
61477886,-13.31741486432106,Discounter (Value),13.31741486432106
61477890,6.317138232264976,Premium (Leader),-6.317138232264976
61477897,12.317138232264975,Premium (Leader),-12.317138232264975
61477928,11.705374204720576,Premium (Leader),-11.705374204720576
61477934,11.705374204720576,Premium (Leader),-11.705374204720576
61477936,1.6517985611510824,Market Follower,-1.6517985611510824
61477937,-46.36140550807218,Discounter (Value),46.36140550807218
61477940,8.99289118575939,Premium (Leader),-8.99289118575939
61477943,11.705374204720576,Premium (Leader),-11.705374204720576
61477946,1.6517985611510824,Market Follower,-1.6517985611510824
61477949,-8.29473884140551,Discounter (Value),8.29473884140551
61477953,12.234688806678852,Premium (Leader),-12.234688806678852
61477956,2.705261158594491,Market Follower,-2.705261158594491
61477960,8.568135186138269,Premium (Leader),-8.568135186138269
61477962,11.705374204720576,Premium (Leader),-11.705374204720576
61477963,1.6517985611510824,Market Follower,-1.6517985611510824
61477971,5.234801852804935,Premium (Leader),-5.234801852804935
61477972,-34.7879872162367,Discounter (Value),34.7879872162367
61477974,8.901468519471601,Premium (Leader),-8.901468519471601
61477979,11.705374204720576,Premium (Leader),-11.705374204720576
61477986,5.641269841269832,Premium (Leader),-5.641269841269832
61478004,-28.65470085470085,Discounter (Value),28.65470085470085
61478011,-7.654700854700849,Discounter (Value),7.654700854700849
61478018,8.901355473345518,Premium (Leader),-8.901355473345518
61478027,1.3310344827586391,Market Follower,-1.3310344827586391
61478030,8.901355473345518,Premium (Leader),-8.901355473345518
61478041,-10.465311193321147,Discounter (Value),10.465311193321147
61478046,-25.068965517241367,Discounter (Value),25.068965517241367
61478047,-48.63783783783785,Discounter (Value),48.63783783783785
61478057,8.901355473345518,Premium (Leader),-8.901355473345518
61478059,11.709213815640945,Premium (Leader),-11.709213815640945
61478087,14.345299145299151,Premium (Leader),-14.345299145299151
61478089,-0.43186481386173153,Market Follower,0.43186481386173153
61478093,-34.961292461946094,Discounter (Value),34.961292461946094
61478106,8.901355473345518,Premium (Leader),-8.901355473345518
61478112,-1.6197204994624979,Market Follower,1.6197204994624979
61478114,11.705374204720576,Premium (Leader),-11.705374204720576
61478193,8.372040871387242,Premium (Leader),-8.372040871387242
61478198,8.211320896928592,Premium (Leader),-8.211320896928592
61478201,1.3310344827586391,Market Follower,-1.3310344827586391
61478213,-21.466417910447774,Discounter (Value),21.466417910447774
