site_id,price_cpl,reported_at,name,latitude,longitude,brand_id,postcode,region,state,scraped_at
61401905,229.9,2026-09-17T19:32:17.48,Ampol Foodary Richlands,-27.596746,152.949854,3421066,4077,South,QLD,2026-09-18 15:24:48
61401758,232.9,2026-09-17T19:32:17.48,Ampol Foodary Kingston,-27.633736,153.119241,3421066,4114,South,QLD,2026-09-18 15:24:48
61477986,231.9,2026-09-17T19:32:17.48,Ampol Foodary Morningside,-27.456745,153.087078,3421066,4170,North,QLD,2026-09-18 15:24:48
61478257,224.4,2026-09-17T19:33:00,7-Eleven Ripley North,-27.672811401191908,152.7845945423279,113,4306,South,QLD,2026-09-18 15:24:48
61478047,219.5,2026-09-17T19:36:59,Pearl Energy Moorooka,-27.52739717949918,153.02112599140165,3421139,4105,South,QLD,2026-09-18 15:24:48
61477776,223.5,2026-09-17T19:37:10,Pearl Energy Woodridge,-27.61827792410671,153.1060272625656,3421139,4114,South,QLD,2026-09-18 15:24:48
61401768,233.9,2026-09-17T19:37:18.233,Ampol Foodary Churchill,-27.633441,152.756625,3421066,4305,South,QLD,2026-09-18 15:24:48
61401922,235.9,2026-09-17T19:37:18.233,Ampol Foodary Caboolture,-27.085152,152.957808,3421066,4510,North,QLD,2026-09-18 15:24:48
61401391,244.9,2026-09-17T19:37:18.233,Ampol Foodary Toowong,-27.478292616581154,152.98579629447744,3421066,4066,South,QLD,2026-09-18 15:24:48
61401117,238.9,2026-09-17T19:38:06.39,Liberty Highgate Hill,-27.483409881192497,153.0197200841747,86,4101,South,QLD,2026-09-18 15:24:48
61401887,239.9,2026-09-17T19:42:17.66,Ampol Foodary Cleveland Shore St,-27.524198,153.253795,3421066,4163,South,QLD,2026-09-18 15:24:48
61478219,231.9,2026-09-17T19:49:00,EG Ampol Caboolture South,-27.096278400080855,152.9488247396431,3421073,4510,North,QLD,2026-09-18 15:24:48
61402212,229.9,2026-09-17T19:50:00,EG Ampol Capalaba,-27.514796,153.181279,3421073,4157,South,QLD,2026-09-18 15:24:48
61401195,237.9,2026-09-17T19:51:00,EG Ampol Moorooka,-27.539627,153.022022,3421073,4105,South,QLD,2026-09-18 15:24:48
61401943,239.9,2026-09-17T19:51:00,EG Ampol Browns Plains West,-27.659403,153.028989,3421073,4118,South,QLD,2026-09-18 15:24:48
61402089,215.9,2026-09-17T19:52:00,EG Ampol Tingalpa,-27.47481165680222,153.1435920648487,3421073,4173,South,QLD,2026-09-18 15:24:48
61477722,239.9,2026-09-17T19:52:00,EG Ampol Park Ridge,-27.697954,153.039827,3421073,4125,South,QLD,2026-09-18 15:24:48
61401157,245.9,2026-09-17T19:52:00,EG Ampol Birkdale,-27.494931,153.212762,3421073,4159,South,QLD,2026-09-18 15:24:48
61477081,240.9,2026-09-17T19:53:00,EG Ampol Joyner,-27.290927,152.953124,3421073,4500,North,QLD,2026-09-18 15:24:48
61401126,244.9,2026-09-17T19:53:59.06,BP Milton,-27.467628,153.007504,5,4064,North,QLD,2026-09-18 15:24:48
61402359,215.9,2026-09-17T19:54:00,EG Ampol Cannon Hill,-27.47094522778374,153.10394544295693,3421073,4170,South,QLD,2026-09-18 15:24:48
61402214,230.9,2026-09-17T19:58:00,EG Ampol Yamanto,-27.661644,152.739343,3421073,4305,South,QLD,2026-09-18 15:24:48
61402845,221.9,2026-09-17T20:02:00,EG Ampol Underwood,-27.606312,153.109055,3421073,4119,South,QLD,2026-09-18 15:24:48
61401180,219.5,2026-09-17T20:05:11.583,United Sherwood,-27.532831,152.983247,23,4075,South,QLD,2026-09-18 15:24:48
61402356,240.9,2026-09-17T20:08:00,EG Ampol Keperra,-27.417028,152.949281,3421073,4054,North,QLD,2026-09-18 15:24:48
61402209,237.9,2026-09-17T20:09:00,7-Eleven Compton Rd,-27.611024,153.062587,113,4109,South,QLD,2026-09-18 15:24:48
